Title,Content,Category,Location,Listing,Image
B Murray Photography,,,5e43e76ba24c7,"a:32:{s:12:""tagline_text"";s:0:"""";s:8:""gAddress"";s:42:""1/1, 178, Carmyle Avenue, Glasgow, G32 8EE"";s:8:""latitude"";s:17:""55.83005729565709"";s:9:""longitude"";s:18:""-4.157463471557096"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:12:""07507 547421"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:36:""http://www.bmurrayphotography.co.uk/"";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
B R Jewellery Workshop,,5e4401d23d861,5e43e76ba24c7,"a:32:{s:12:""tagline_text"";s:0:"""";s:8:""gAddress"";s:43:""2nd floor, 90, Mitchell St, Glasgow, G1 3NQ"";s:8:""latitude"";s:14:""55.86017497917"";s:9:""longitude"";s:16:""-4.2554310422121"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:13:""0141 222 2501"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
Mark Stuart Wedding Films,,,5e43e351e37f5,"a:32:{s:12:""tagline_text"";s:25:""Mark Stuart Wedding Films"";s:8:""gAddress"";s:52:""15 Springfield Rd, Aberdeen, AB15 7RU, Aberdeenshire"";s:8:""latitude"";s:17:""57.12831196636069"";s:9:""longitude"";s:18:""-2.144845814086089"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:13:"" 07720 891784"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:0:"""";s:7:""website"";s:26:""http://www.ms-films.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";a:5:{s:6:""Monday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}s:7:""Tuesday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}s:9:""Wednesday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}s:8:""Thursday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}s:6:""Friday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}}s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
Baba-C Designs,"<!-- wp:paragraph -->
<p>Trina Porter has been designing tiaras, capes and veils since 1998, but her experience in the industry goes back many years.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>As a professional dress maker, she became frustrated by the lack of choice, attention to detail, and service available, for brides searching for quality bridal 5e4401d23d861 at reasonable costs. Having a working knowledge of gowns has proven to be a valuable asset in creating a balanced, individual and stunning look for the bride-to-be, bridesmaid, and mother of the bride.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Baba-C continue to keep informed of dress design trends ensuring that their collection is always fresh and unique This is why their tiaras, veils and capes have been featured in many wedding magazines.</p>
<!-- /wp:paragraph -->",,5e43e76ba24c7,"a:32:{s:12:""tagline_text"";s:0:"""";s:8:""gAddress"";s:49:""34, Camphill Avenue, Langside, Glasgow, G41 3DT"";s:8:""latitude"";s:17:""55.82773391600082"";s:9:""longitude"";s:18:""-4.274853961486819"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:13:""0141 636 6848"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:17:"" info@baba-c.com"";s:7:""website"";s:24:""http://www.baba-c.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
Mark Stuart Wedding Films,,,5e43e351e37f5,"a:32:{s:12:""tagline_text"";s:25:""Mark Stuart Wedding Films"";s:8:""gAddress"";s:37:""15 Springfield Rd, Aberdeen, AB15 7RU"";s:8:""latitude"";s:17:""57.12819524866192"";s:9:""longitude"";s:18:""-2.145057754010982"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:12:""07720 891784"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:0:"""";s:7:""website"";s:26:""http://www.ms-films.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";a:5:{s:6:""Monday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}s:7:""Tuesday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}s:9:""Wednesday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}s:8:""Thursday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}s:6:""Friday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}}s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
Bagpiper Online,,,5e43e76ba24c7,"a:32:{s:12:""tagline_text"";s:0:"""";s:8:""gAddress"";s:36:""16 Dalreoch Path, Glasgow, G69 6EH"";s:8:""latitude"";s:17:""55.85543428850902"";s:9:""longitude"";s:18:""-4.106995891182378"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:12:""07939 568286"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:31:""enquiries@bagpiper-online.co.uk"";s:7:""website"";s:33:""http://www.bagpiper-online.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
Baird & Co,"<!-- wp:paragraph -->
<p>Baird &amp; Co. Introduction</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Baird &amp; Co. was established as a firm in 1967 dealing in numismatic gold coins of the world moving towards volume dealing in bullion gold as government restrictions eased in the 1970s.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>By 1975 the business was actively 'making a market' quoting, buying and selling prices for banks, stockbrokers, coin dealers, retail and wholesale jewellers and other volume traders in bullion gold coins, as well as for private clients, becoming one of the UK's leading trading houses of the period.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In 1977 Baird &amp; Co. became the first private contributor to the Reuter Monitor System, giving price indications on a range of bullion coins to banks and dealing rooms world-wide for more than twenty one years on the page code BACO. The latest Internet technology now makes this information available to private investors as well as wholesalers and trade clients through the Baird &amp; Co. web site www.goldline.co.uk</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>By 1979 the company had progressed into precious metal refining and processing producing a range of carated alloys suitable for the jewellery industry as well as toll refining for clients. The manufacture of precious metal engineered products followed by natural progression and client demand.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Expansion of the company's scrap trading activities necessitated the opening of a branch in the Hatton Garden district in 1987 where over the counter cash trade is still carried out today. Many of the company's products, including a range of gold coins and small bars are also available exclusively to the trade at this branch.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In 1997 Baird &amp; Co. launched the e-commerce Internet website www.goldline.co.uk initially selling bullion coins and investment bars online and supplying private and industry clients with the daily London bullion fixing prices. Goldline developed further in 2001 becoming an innovative platform on which Baird's engineered bullion products are quoted for sale on line direct to clients.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>The main processing and manufacturing divisions of the business are now located in more than 30,000 sq.ft of high security premises in Gallions Reach, just five miles east of Canary Wharf and conveniently close to London City Airport.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>In September 2000 the company was accepted as a member of the London Bullion Market Association.</p>
<!-- /wp:paragraph -->",5e4401d23d861,5e43e76ba24c7,"a:32:{s:12:""tagline_text"";s:0:"""";s:8:""gAddress"";s:31:""82 Mitchell St, Glasgow, G1 3NA"";s:8:""latitude"";s:17:""55.85999119535288"";s:9:""longitude"";s:18:""-4.255808162686068"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:13:""0141 248 5646"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:0:"""";s:7:""website"";s:26:""http://www.goldline.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
Balmore Aerial Media Ltd,"<!-- wp:paragraph -->
<p>Providing aerial 4K resolution media using the latest and most advanced UAV technology on the market. The DGI Inspire 1 PRO. Fully accredited by the BMFA.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>All our Pilots have there commercial UAV pilots licence and are fully approved by the CAA, which enables Permissions for Aerial Work (PFAW).</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Our services include:</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Aerial Video &amp; Photography<br>Indoor/Outdoor Event Filming<br>Property Inspections<br>Aerial Surveys<br>Mast/Wind Turbine&nbsp;Inspections</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Thermal Imaging</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Offshore/Inshore Inspections</p>
<!-- /wp:paragraph -->",,5e43e76ba24c7,"a:32:{s:12:""tagline_text"";s:0:"""";s:8:""gAddress"";s:38:""107 Dalsetter Avenue, Glasgow, G15 8TE"";s:8:""latitude"";s:17:""55.90639621651832"";s:9:""longitude"";s:18:""-4.369115672247931"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:13:""0141 944 6100"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:0:"""";s:7:""website"";s:30:""http://www.balmoremedia.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
Beautiful Bride Wedding Video,"<!-- wp:paragraph -->
<p>Our website doesn't show samples of previous footage due to the many variables of internet streaming.&nbsp; We feel that some of the viewing quality may be lost via the internet.&nbsp; To maintain&nbsp;our high standard of quality and provide you with a&nbsp;true sample that reflects our&nbsp;service, we are more than happy to send you a sample DVD.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>If you would like to request a sample DVD, book your wedding&nbsp;or discuss any features of your wedding DVD please contact&nbsp;us&nbsp;by phone or the email address detailed below.</p>
<!-- /wp:paragraph -->",,5e43e76ba24c7,"a:32:{s:12:""tagline_text"";s:0:"""";s:8:""gAddress"";s:33:""43 Grant Court, Hamilton, ML3 7UT"";s:8:""latitude"";s:17:""55.75297857258945"";s:9:""longitude"";s:18:""-4.050536874270091"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:12:""07890 598032"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:29:""mail@beautifulbridevideo.com "";s:7:""website"";s:35:""http://www.beautifulbridevideo.com/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
DISTINCTION HAIR DESIGN,"<!-- wp:paragraph -->
<p> Blow Dry DealIf you love having a blow dry once a week you can get a discounted rate. Please call for further details. If there is another service you require that is not listed please do not hesitate to contact the Aberdeen salon for further information.  </p>
<!-- /wp:paragraph -->",5efc4f40e4666,5e43e351e37f5,"a:32:{s:12:""tagline_text"";s:0:"""";s:8:""gAddress"";s:54:""C 0.4 miles away  39 Union Terrace, Aberdeen, AB10 1NP"";s:8:""latitude"";s:17:""57.14643035223711"";s:9:""longitude"";s:18:""-2.103583596824242"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:12:""01224 453532"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:27:""distinctionhair@outlook.com"";s:7:""website"";s:39:""http://www.distinctionhairdesign.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";a:5:{s:6:""Monday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}s:7:""Tuesday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}s:9:""Wednesday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}s:8:""Thursday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}s:6:""Friday"";a:2:{s:4:""open"";s:7:""09:00am"";s:5:""close"";s:7:""05:00pm"";}}s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
Belles Brides,,,5e43e76ba24c7,"a:32:{s:12:""tagline_text"";s:0:"""";s:8:""gAddress"";s:34:""197 Clarkston Rd, Glasgow, G44 3BS"";s:8:""latitude"";s:17:""55.81416108569306"";s:9:""longitude"";s:18:""-4.266592985770682"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:14:"" 0141 530 4917"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
Berketex Bride,,,5e43e76ba24c7,"a:32:{s:12:""tagline_text"";s:0:"""";s:8:""gAddress"";s:48:""within Debenhams, 97, Argyle St, Glasgow, G2 8AR"";s:8:""latitude"";s:17:""55.85793687019576"";s:9:""longitude"";s:17:""-4.25298803883083"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:14:"" 0141 221 1199"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
Berketex Bride,,,5e43e76ba24c7,"a:32:{s:12:""tagline_text"";s:0:"""";s:8:""gAddress"";s:27:""38 Bath St, Glasgow, G2 1HG"";s:8:""latitude"";s:17:""55.86365253449855"";s:9:""longitude"";s:18:""-4.254974115391661"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:14:"" 0141 353 6262"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
